,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"h[1,38]",0.8631,0.0428,0.8014,0.9372,0.0005,0.0003,8624.5692,5933.3517,1.0006
"h[1,39]",0.8673,0.0412,0.8037,0.9344,0.0005,0.0003,8083.8436,5599.1653,1.0003
"h[1,40]",0.8357,0.0476,0.7574,0.9116,0.0005,0.0004,8146.5739,6148.5912,1.0002
"h[1,41]",0.8077,0.0492,0.7296,0.8877,0.0005,0.0004,8519.7478,5487.3601,1.0003
"h[1,42]",0.7824,0.0498,0.7044,0.8651,0.0006,0.0004,7608.7001,5350.4641,1.0007
"h[1,43]",0.8356,0.0462,0.7625,0.9112,0.0005,0.0004,8119.2748,5182.4297,1.0012
"h[1,44]",0.8092,0.05,0.7263,0.889,0.0006,0.0004,8166.0352,4979.3026,1.0
"h[1,45]",0.8504,0.0434,0.7832,0.9226,0.0005,0.0003,8390.6339,6119.6814,1.0004
"h[1,46]",0.8305,0.0467,0.7568,0.9073,0.0005,0.0004,7953.7416,5928.0819,1.0001
"h[1,47]",0.8073,0.0486,0.7284,0.8857,0.0005,0.0004,8141.3107,5440.4303,0.9999
"h[1,48]",0.7249,0.0552,0.6367,0.8164,0.0006,0.0004,8562.7132,5213.3995,1.0006
"h[1,49]",0.8909,0.0376,0.8355,0.9544,0.0004,0.0003,8143.9051,5647.8288,1.0002
"h[1,50]",0.7925,0.0513,0.7068,0.8741,0.0005,0.0004,8872.6487,6060.1321,1.0022
"h[1,51]",0.8648,0.0418,0.7992,0.9327,0.0005,0.0003,8432.3534,5798.7319,1.0008
"h[1,52]",0.8432,0.0437,0.7751,0.9172,0.0005,0.0003,8122.1451,5717.5931,1.0009
"f[0,0]",0.197,0.0381,0.1362,0.2591,0.0004,0.0003,8796.1521,6119.2991,1.0002
"f[0,1]",0.1583,0.0354,0.0999,0.2135,0.0004,0.0003,7943.3928,5252.2898,1.0004
"f[0,2]",0.1366,0.0328,0.082,0.1882,0.0004,0.0003,7821.5802,5503.5054,1.0003
"f[0,3]",0.1759,0.037,0.115,0.2357,0.0004,0.0003,8152.5702,5728.5395,1.0007
"f[0,4]",0.1441,0.035,0.0875,0.2007,0.0004,0.0003,7736.8336,5421.2841,1.0001
"f[0,5]",0.1453,0.0336,0.0878,0.1963,0.0004,0.0003,7696.7172,5596.0537,1.0006
"f[0,6]",0.1434,0.0344,0.0874,0.1992,0.0004,0.0003,8204.2039,4676.3045,1.0005
"f[0,7]",0.141,0.0339,0.0846,0.1954,0.0004,0.0003,7841.6081,5580.5499,1.0001
"f[0,8]",0.178,0.0372,0.1159,0.2367,0.0004,0.0003,8723.8625,5982.5787,1.0002
"f[0,9]",0.0854,0.0277,0.04,0.128,0.0003,0.0002,7914.4824,6076.2313,1.0019
"f[0,10]",0.184,0.039,0.1208,0.2481,0.0005,0.0003,7201.5945,5507.095,1.0006
"f[0,11]",0.1461,0.0338,0.0928,0.2024,0.0004,0.0003,8156.7239,5380.1801,1.0006
"f[0,12]",0.1601,0.0361,0.1023,0.2198,0.0004,0.0003,7154.4983,5058.8444,1.0004
"f[0,13]",0.1453,0.034,0.0918,0.2009,0.0004,0.0003,8656.9944,5965.3541,1.0001
"f[0,14]",0.11,0.0306,0.0623,0.1599,0.0003,0.0003,7948.5182,5936.935,1.0003
"f[0,15]",0.1844,0.0385,0.1229,0.248,0.0004,0.0003,7766.363,5540.5383,1.0001
"f[0,16]",0.1864,0.0385,0.1235,0.2492,0.0004,0.0003,8200.4167,5229.2289,1.0005
"f[0,17]",0.1718,0.0369,0.11,0.2298,0.0004,0.0003,8187.4564,6408.5673,1.0002
"f[0,18]",0.1662,0.0369,0.1059,0.2249,0.0004,0.0003,8403.4664,5851.2814,1.0003
"f[0,19]",0.1542,0.0352,0.0946,0.2082,0.0004,0.0003,8420.4424,5448.7476,1.0009
"f[0,20]",0.1811,0.038,0.117,0.2424,0.0004,0.0003,8006.5244,5632.7668,1.0009
